,url,name,sku,price,size,brand,description,images
95,https://us.shein.com/Floral-Print-Halter-Bikini-Swimsuit-p-12511193-cat-1866.html?mallCode=1,Floral Print Halter Bikini Swimsuit, SKU: sw2211186420726809,$10.99,"S(4),M(6),L(8/12)",,"[{'Color': 'Black and White'}, {'Pattern Type': 'Floral'}, {'Details': 'Tie Back'}, {'Bottom Type': 'Bikinis'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Sheer': 'No'}, {'Bikini Tops & Bikini Bottoms Material': 'Fabric'}, {'Bikini Tops & Bikini Bottoms Composition': '82% Polyester, 18% Elastane'}, {'Bikini Tops & Bikini Bottoms Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/1671257509c6216762c0663a918dfe8faec7470d08_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/16712575076d681a41613af5697ac0ccd0c9e9bbe8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/1671257509c6216762c0663a918dfe8faec7470d08_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/16712575121df20789fb2cc87f5b92a4260545cf58_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/167125751429b9e98867c534243221030c98508cef_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/1671257517780ef4bcb4dbd4dcdabbf0ed43e38aa3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/1671257509c6216762c0663a918dfe8faec7470d08_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/17/16712575076d681a41613af5697ac0ccd0c9e9bbe8_thumbnail_600x.webp']"
97,https://us.shein.com/SHEIN-X-VOON-Slant-Pocket-Wide-Leg-Shorts-p-3257129-cat-1912.html?mallCode=1,SHEIN X VOON Slant Pocket Wide Leg Shorts, SKU: sw2107082277873237,$7.75,"XS(2),S(4),M(6),L(8/10)",SHEIN X VOON,"[{'Color': 'Black'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Type': 'Wide Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Button, Pocket, Zipper'}, {'Waist Line': 'High Waist'}, {'Length': 'Short'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '77% Polyester, 16% Viscose, 7% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/163116601007af8ac12441b12960341271ca47bc40_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/163116601007af8ac12441b12960341271ca47bc40_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/163116601224da08ac255ffe9f9a6bcb95dd683b01_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/16311660134d166d1c0885e6ed5254b2dd7126073c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/16311660159865b193e392dd993326dfe662ece81f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/1631166017165a886eaccb5b332077c06be695d41c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/1631166018885926a43606e6c3ab1b4cfb19d8d6b7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/163116601007af8ac12441b12960341271ca47bc40_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/09/09/163116601007af8ac12441b12960341271ca47bc40_thumbnail_600x.webp']"
98,https://us.shein.com/Frill-Trim-Halter-Triangle-Tie-Side-Bikini-Swimsuit-p-12892243-cat-1866.html?mallCode=1,Frill Trim Halter Triangle Tie Side Bikini Swimsuit, SKU: sw2212279944431463,$6.49,"S(4),M(6),L(8/12)",,"[{'Color': 'Green'}, {'Pattern Type': 'Plain'}, {'Details': 'Knot, Lettuce Trim, Tie Back'}, {'Bottom Type': 'Tie Side'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'One-Pieces & Bikini Tops Material': 'Fabric'}, {'One-Pieces & Bikini Tops Composition': '82% Polyester, 18% Elastane'}, {'One-Pieces & Bikini Tops Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/1675180838f674d63cab78eb3a24313bb4ef920db3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16751808296b3d553e990cb31dad0c7812bb7d038a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/1675180832820935e9da7d0f92503252dbfd91ac3a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/1675180834b8090863daee54977b56163c3b730635_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16751808365d3c742355f461e4c42f9d68d1938f39_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/1675180838f674d63cab78eb3a24313bb4ef920db3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16751808296b3d553e990cb31dad0c7812bb7d038a_thumbnail_600x.webp']"
99,https://us.shein.com/High-Waist-Fold-Pleated-Shorts-p-12756286-cat-1912.html?mallCode=1,High Waist Fold Pleated Shorts, SKU: sw2211257399631999,$5.75,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Khaki'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Type': 'Straight Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Zipper, Plicated'}, {'Waist Line': 'Natural'}, {'Length': 'Short'}, {'Fit Type': 'Loose'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/1673579822b51a20399acaf515d9341e331f86c7c5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/167357981850193778945cb732e2f9a0cbba796efa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/167357982018ccd24bbe229805ce7d577d91cb86aa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/1673579822b51a20399acaf515d9341e331f86c7c5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/16735798237821d11064a5d821b3c14479afdb0ddd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/16735798266a050196dfb197604014e73215bcfd08_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/1673579828d9066aa5361711c4de1454a714d56d96_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/1673579822b51a20399acaf515d9341e331f86c7c5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/13/167357981850193778945cb732e2f9a0cbba796efa_thumbnail_600x.webp']"
100,https://us.shein.com/ROMWE-PUNK-Floral-Print-Lettuce-Trim-Mesh-Skirt-p-11110431-cat-1732.html?mallCode=1,ROMWE PUNK Floral Print Lettuce Trim Mesh Skirt, SKU: sw2206133998670598,$9.49,"XS(2),S(4),M(6),L(8/10)",ROMWE,"[{'Color': 'Multicolor'}, {'Style': 'Casual'}, {'Pattern Type': 'Floral'}, {'Details': 'Lettuce Trim'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Type': 'Mermaid'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Mesh Fabric'}, {'Composition': '94% Polyester, 6% Elastane'}, {'Care Instructions': 'Hand wash or professional dry clean'}, {'Belt': 'No'}, {'Sheer': 'No'}, {'Lining': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/16587156876a2052247299528e841f2e18034e3b82_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/165871566031f3cef55d2450e242308d24995d6e61_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/1658715664bfd6ed2e89f9cea2566b9b1e0a6e1f82_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/16587156681d2705b1c19c23d747544b64faed3d3b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/16587156876a2052247299528e841f2e18034e3b82_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/16587156906a134a6b694c22725a184c4c23d168b7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/16587156876a2052247299528e841f2e18034e3b82_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/07/25/165871566031f3cef55d2450e242308d24995d6e61_thumbnail_600x.webp']"
101,https://us.shein.com/Criss-Cross-Triangle-Tie-Side-Bikini-Swimsuit-p-2441232-cat-1866.html?mallCode=1,Criss Cross Triangle Tie Side Bikini Swimsuit, SKU: swswim23210406335,$9.49,"S(4),M(6),L(8/12),XL(14)",,"[{'Color': 'Hot Pink'}, {'Style': 'Sexy'}, {'Pattern Type': 'Plain'}, {'Details': 'Criss Cross, Ring'}, {'Bottom Type': 'Tie Side, Thongs'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Tops & Bikini Bottoms Material': 'Fabric'}, {'Bikini Tops & Bikini Bottoms Composition': '80% Polyamide, 20% Elastane'}, {'Bikini Tops & Bikini Bottoms Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/06/16176828087693434ae55a250b52c685e40948aa76_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/06/1617682800fbfb967f825a0eab33ef521406ba2ac0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/06/1617682805b4d1ea9c4d0ac30a8486de71d7d4306c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/06/16176828087693434ae55a250b52c685e40948aa76_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/06/161768281023799bca1538c1bb990df32f4e1c8ac9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/06/16176828087693434ae55a250b52c685e40948aa76_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/04/06/1617682800fbfb967f825a0eab33ef521406ba2ac0_thumbnail_600x.webp']"
102,https://us.shein.com/Hollow-Out-Drawstring-Side-Cover-Up-p-11214517-cat-2176.html?mallCode=1,Hollow Out Drawstring Side Cover Up, SKU: sw2208012680881826,$12.00,"S,M,L",,"[{'Color': 'Apricot'}, {'Neckline': 'Deep V Neck'}, {'Pattern Type': 'Plain'}, {'Sleeve Length': 'Long Sleeve'}, {'Details': 'Drawstring'}, {'Fabric': 'High Stretch'}, {'Material': 'Fabric'}, {'Composition': '92% Polyamide, 8% Elastane'}, {'Care Instructions': 'Hand wash or professional dry clean'}, {'Sheer': 'Yes'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/08/1659923382a45d842c3726193bb037381e20e907c5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/08/1659923382a45d842c3726193bb037381e20e907c5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/08/1659923383917132bb3e4ae0765cc7a0cd5cbc12d3_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/08/165992338571dcf5427ea77610942f1ea4d5fb10fd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/08/1659923382a45d842c3726193bb037381e20e907c5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/08/1659923382a45d842c3726193bb037381e20e907c5_thumbnail_600x.webp']"
103,https://us.shein.com/ROMWE-Floral-Embroidery-Contrast-Lace-Crop-Cami-p-12215371-cat-1779.html?mallCode=1,ROMWE Floral Embroidery Contrast Lace Crop Cami, SKU: rwvest25210601815,$4.75,"S(4),M(6),L(8/10)",ROMWE,"[{'Color': 'White'}, {'Style': 'Sexy'}, {'Pattern Type': 'Floral'}, {'Details': 'Embroidery, Contrast Lace'}, {'Length': 'Crop'}, {'Type': 'Cami'}, {'Neckline': 'Spaghetti Strap'}, {'Fit Type': 'Slim Fit'}, {'Fabric': 'High Stretch'}, {'Material': 'Mesh Fabric'}, {'Composition': '95% Polyester, 5% Spandex'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'Semi-Sheer'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/01/16225285792dcfa8643b76ce92f06ccc52ec4aa1eb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/01/16225285728cbbe8ed8196e83291ff36f6921b80a5_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/01/162252857401ce8cd630763a740c6c79ef938c769d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/01/1622528577a61072ff415fee911252bdbab11d583b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/01/16225285792dcfa8643b76ce92f06ccc52ec4aa1eb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/06/01/16225285728cbbe8ed8196e83291ff36f6921b80a5_thumbnail_600x.webp']"
104,https://us.shein.com/Plain-Halter-Bikini-Swimsuit-p-12581807-cat-1866.html?mallCode=1,Plain Halter Bikini Swimsuit, SKU: sw2211212437443538,$5.50,"S(4),M(6),L(8/12)",,"[{'Color': 'Lime Green'}, {'Pattern Type': 'Plain'}, {'Details': 'Backless, Tie Back'}, {'Bottom Type': 'High Cut'}, {'Bra Type': 'Triangle'}, {'Neckline': 'Halter'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Bikini Tops & Bikini Bottoms Material': 'Fabric'}, {'Bikini Tops & Bikini Bottoms Composition': '82% Polyester, 18% Elastane'}, {'Bikini Tops & Bikini Bottoms Body': 'Lined'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/167530799323fe9a89ac97416488feafebd8f24949_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675307978ad0660ba9d60b0d6a7c31357d049650e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675307981a0b60169b4b66d0b9d8dbe332afe74a2_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/16753079840750a9db2d5ddabd7a7127f947f30dc8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675307987483ddb73c5ce34f7da081c462dc45057_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/16753079904546adc20ca9588d937f40f325fe145b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/167530799323fe9a89ac97416488feafebd8f24949_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/02/1675307978ad0660ba9d60b0d6a7c31357d049650e_thumbnail_600x.webp']"
106,https://us.shein.com/SHEIN-X-EMILY-REED-Contrast-Mesh-High-Waist-Pants-p-11366848-cat-1740.html?mallCode=1,SHEIN X EMILY REED Contrast Mesh High Waist Pants, SKU: sw2206067411821939,$24.00,"XS(2),S(4),M(6),L(8/10)",SHEIN X EMILY REED,"[{'Color': 'Multicolor'}, {'Style': 'Casual'}, {'Pattern Type': 'Colorblock'}, {'Type': 'Straight Leg'}, {'Closure Type': 'Zipper Fly'}, {'Details': 'Button, Contrast Mesh, Pocket, Sheer, Zipper'}, {'Waist Line': 'Natural'}, {'Length': 'Long'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Cotton'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Lined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/16617517173bfe3c0ee19969f347e0690ec996575c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/16617517096e71f696a790d6e93ef5e1c25557f45a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/166175171069fb78b67a68c06d032029ee9c9ac5ce_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/166175171236eb7fe8c592b6cfdc94fa47ffb51fc9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/1661751714591a2735d8638b110916d1e1560cf840_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/1661751716e6b025321fd5b7fa9fe04dbdde951909_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/16617517173bfe3c0ee19969f347e0690ec996575c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/1661751719e624d427f4712b58f113af46f785f7d9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/16617517173bfe3c0ee19969f347e0690ec996575c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/29/16617517096e71f696a790d6e93ef5e1c25557f45a_thumbnail_600x.webp']"
107,https://us.shein.com/SHEIN-Frenchy-Swiss-Dot-Wide-Leg-Pants-p-12902352-cat-1740.html?mallCode=1,SHEIN Frenchy Swiss Dot Wide Leg Pants, SKU: sw2212155482286628,$13.49,"XS(2),S(4),M(6),L(8/10)",SHEIN Frenchy,"[{'Color': 'Black'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Type': 'Wide Leg'}, {'Closure Type': 'Elastic Waist'}, {'Details': 'Paperbag Waist'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Fit Type': 'Loose'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/167625739291f019c5a4619cc216b3665127bf508e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/1676257382e55d4c601f7944a26cc5a5091e448eb8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/16762573852440c86e22fbd548515046fcd602fbfb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/1676257388b7fe488cd6035dc517bf5a01826beb0f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/167625739291f019c5a4619cc216b3665127bf508e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/1676257395b5a939ca5a7c6e9621385d95aeb51a1f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/16762573980a6adf3bcfe877f2ea9c82b5ce47815c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/167625739291f019c5a4619cc216b3665127bf508e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/13/1676257382e55d4c601f7944a26cc5a5091e448eb8_thumbnail_600x.webp']"
108,https://us.shein.com/ROMWE-STPL-Solid-Flounce-Sleeve-Halter-Top-p-11615905-cat-2223.html?mallCode=1,ROMWE Goth Solid Flounce Sleeve Halter Top, SKU: rw2208090877188666,$8.49,"XXS(0),XS(2),S(4),M(6),L(8/10),XL(12)",ROMWE,"[{'Color': 'Chocolate Brown'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Neckline': 'Halter'}, {'Sleeve Length': 'Long Sleeve'}, {'Details': 'Asymmetrical, Beaded, Ruched'}, {'Sleeve Type': 'Flounce Sleeve'}, {'Hem Shaped': 'Asymmetrical'}, {'Length': 'Crop'}, {'Fit Type': 'Slim Fit'}, {'Fabric': 'High Stretch'}, {'Material': 'Rib knit'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/23/1661239669269f88055f82c786834d1129715a1322_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/03/02/16777273985ac76c096f22d6be907d54c2fb34cf62_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/03/02/16777274068dbb6c29a6e86cecbc2e3ae75b2eb03e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/23/1661239665928c004192a58748b69c71fcd9c936a6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/23/1661239669269f88055f82c786834d1129715a1322_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/03/02/16777273985ac76c096f22d6be907d54c2fb34cf62_thumbnail_600x.webp']"
